TARGET_TYPE	TYPE_META_VER
oracle_si_osservice_zfssa	13.06
oracle_si_osservice_zfssa	13.41020
oracle_si_osservice_zfssa	13.41104
oracle_si_pdu	13.01
oracle_si_pdu	13.02
oracle_si_pdu	13.03
oracle_si_pdu	13.04
oracle_si_pdu	13.04013
oracle_si_pdu	13.41020
oracle_si_rack	13.01
oracle_si_server_http	13.41044
oracle_si_server_ilom	13.01
oracle_si_server_ilom	13.02
oracle_si_server_ilom	13.03
oracle_si_server_ilom	13.03814
oracle_si_server_ilom	13.04
oracle_si_server_ilom	13.05
oracle_si_server_ilom	13.06
oracle_si_server_ilom	13.07
oracle_si_server_ilom	13.41020
oracle_si_server_ilom	13.41044
oracle_si_server_ldom	13.01
oracle_si_server_ldom	13.02
oracle_si_server_ldom	13.03
oracle_si_server_ldom	13.05
oracle_si_server_ldom	13.41020
oracle_si_server_ldom	13.41044
oracle_si_server_map	13.01
oracle_si_server_map	13.02
oracle_si_server_map	13.03
oracle_si_server_map	13.03814
oracle_si_server_map	13.04
oracle_si_server_map	13.05
oracle_si_server_map	13.06
oracle_si_server_map	13.07
oracle_si_server_map	13.41020
oracle_si_server_map	13.41044
oracle_si_server_os	13.01
oracle_si_server_os	13.02
oracle_si_server_os	13.03
oracle_si_server_os	13.03814
oracle_si_server_os	13.04
oracle_si_server_os	13.05
oracle_si_server_os	13.06
oracle_si_server_os	13.07
oracle_si_server_os	13.41020
oracle_si_server_os	13.41044
oracle_si_ses_diskshelf	13.03
oracle_si_storage_server_cluster_zfssa	13.01
oracle_si_storage_server_cluster_zfssa	13.02
oracle_si_supercluster	13.01
oracle_si_switch_cisco_ios	13.01
oracle_si_switch_cisco_ios	13.02
oracle_si_switch_cisco_ios	13.03
oracle_si_switch_cisco_ios	13.04
oracle_si_switch_cisco_ios	13.05
oracle_si_switch_cisco_ios	13.06
oracle_si_switch_cisco_ios	13.06009
oracle_si_switch_cisco_ios	13.41020
oracle_si_switch_cisco_ios	13.41044
oracle_si_switch_cisco_ios	13.41104
oracle_si_switch_cisco_ios_snmp	13.01
oracle_si_switch_cisco_ios_snmp	13.02
oracle_si_switch_cisco_ios_snmp	13.03
oracle_si_switch_cisco_ios_snmp	13.04
oracle_si_switch_cisco_ios_snmp	13.05
oracle_si_switch_cisco_ios_snmp	13.06
oracle_si_switch_cisco_ios_snmp	13.06009
oracle_si_switch_cisco_ios_snmp	13.41020
oracle_si_switch_cisco_ios_snmp	13.41044
oracle_si_switch_cisco_ios_snmp	13.41104
oracle_si_switch_juniper_junos	13.03
oracle_si_switch_juniper_junos	13.04
oracle_si_switch_juniper_junos	13.05
oracle_si_switch_juniper_junos	13.06
oracle_si_switch_juniper_junos	13.06009
oracle_si_switch_juniper_junos	13.41020
oracle_si_switch_juniper_junos	13.41044
oracle_si_switch_juniper_junos	13.41104
oracle_si_switch_oracle_ib	13.01
oracle_si_switch_oracle_ib	13.02
oracle_si_switch_oracle_ib	13.03
oracle_si_switch_oracle_ib	13.04
oracle_si_switch_oracle_ib	13.05
oracle_si_switch_oracle_ib	13.06
oracle_si_switch_oracle_ib	13.06009
oracle_si_switch_oracle_ib	13.41020
oracle_si_switch_oracle_ib	13.41044
oracle_si_switch_oracle_ib	13.41104
oracle_si_switch_oracle_ib_snmp	13.01
oracle_si_switch_oracle_ib_snmp	13.02
oracle_si_switch_oracle_ib_snmp	13.03
oracle_si_switch_oracle_ib_snmp	13.04
oracle_si_switch_oracle_ib_snmp	13.05
oracle_si_switch_oracle_ib_snmp	13.06
oracle_si_switch_oracle_ib_snmp	13.06009
oracle_si_switch_oracle_ib_snmp	13.41020
oracle_si_switch_oracle_ib_snmp	13.41044
oracle_si_switch_oracle_ib_snmp	13.41104
oracle_si_virtual_platform_ldoms	13.01
oracle_si_virtual_platform_ldoms	13.02
oracle_si_virtual_platform_ldoms	13.03
oracle_si_virtual_platform_ldoms	13.41020
oracle_si_virtual_platform_map	13.01
oracle_si_virtual_platform_map	13.02
oracle_si_virtual_platform_map	13.03
oracle_si_virtual_platform_map	13.41020
oracle_si_virtual_platform_zones	13.01
oracle_si_virtual_platform_zones	13.02
oracle_si_virtual_platform_zones	13.03
oracle_si_virtual_platform_zones	13.41020
oracle_si_virtual_platform_zones_rad	13.01
oracle_si_virtual_platform_zones_rad	13.02
oracle_si_virtual_server_ldom	13.01
oracle_si_virtual_server_ldom	13.02
oracle_si_virtual_server_ldom	13.03
oracle_si_virtual_server_ldom	13.05
oracle_si_virtual_server_ldom	13.41020
oracle_si_virtual_server_ldom	13.41044
oracle_si_virtual_server_map	13.01
oracle_si_virtual_server_map	13.02
oracle_si_virtual_server_map	13.03
oracle_si_virtual_server_map	13.03814
oracle_si_virtual_server_map	13.04
oracle_si_virtual_server_map	13.05
oracle_si_virtual_server_map	13.06
oracle_si_virtual_server_map	13.07
oracle_si_virtual_server_map	13.41020
oracle_si_virtual_server_map	13.41044
oracle_si_virtual_server_os	13.01
oracle_si_virtual_server_os	13.02
oracle_si_virtual_server_os	13.03
oracle_si_virtual_server_os	13.03814
oracle_si_virtual_server_os	13.04
oracle_si_virtual_server_os	13.05
oracle_si_virtual_server_os	13.06
oracle_si_virtual_server_os	13.07
oracle_si_virtual_server_os	13.41020
oracle_si_virtual_server_os	13.41044
oracle_si_virtual_server_zone	13.01
oracle_si_virtual_server_zone	13.02
oracle_si_virtual_server_zone	13.03
oracle_si_virtual_server_zone	13.05
oracle_si_virtual_server_zone	13.41020
oracle_si_virtual_server_zone	13.41044
oracle_si_virtual_server_zone_rad	13.01
oracle_si_virtual_server_zone_rad	13.02
oracle_si_virtual_server_zone_rad	13.03
oracle_si_volume_host	5.1
oracle_si_volume_host	5.5
oracle_si_volume_host	5.500013
oracle_si_volume_host	5.500034
oracle_si_volume_host	5.500044
oracle_si_volume_host	5.500113
oracle_si_volume_host	5.500139
oracle_si_volume_host_remote	13.01
oracle_si_volume_host_remote	13.02
oracle_si_volume_host_remote	13.04
oracle_si_volume_host_remote	13.41020
oracle_si_volume_zfssa	13.01
oracle_si_volume_zfssa	13.02
oracle_si_volume_zfssa	13.03
oracle_si_volume_zfssa	13.04
oracle_si_volume_zfssa	13.04802
oracle_si_volume_zfssa	13.05
oracle_si_volume_zfssa	13.06
oracle_si_volume_zfssa	13.41020
oracle_si_volume_zfssa	13.41104
oracle_si_zfssa_diskshelf_server_akcli	13.01
oracle_si_zfssa_diskshelf_server_akcli	13.02
oracle_si_zfssa_diskshelf_server_akcli	13.03
oracle_si_zfssa_diskshelf_server_akcli	13.04
oracle_si_zfssa_diskshelf_server_akcli	13.41020
oracle_si_zfssa_diskshelf_server_websvc	13.01
oracle_si_zfssa_diskshelf_server_websvc	13.02
oracle_si_zfssa_diskshelf_server_websvc	13.03
oracle_si_zfssa_diskshelf_server_websvc	13.04
oracle_si_zfssa_diskshelf_server_websvc	13.41020
oracle_si_zfssa_storage_server	13.01
oracle_si_zfssa_storage_server	13.02
oracle_si_zfssa_storage_server	13.03
oracle_si_zfssa_storage_server	13.04
oracle_si_zfssa_storage_server	13.04802
oracle_si_zfssa_storage_server	13.05
oracle_si_zfssa_storage_server	13.06
oracle_si_zfssa_storage_server	13.41020
oracle_si_zfssa_storage_server	13.41104
oracle_si_zfssa_storage_server_akcli	13.01
oracle_si_zfssa_storage_server_akcli	13.02
oracle_si_zfssa_storage_server_akcli	13.03
oracle_si_zfssa_storage_server_akcli	13.04
oracle_si_zfssa_storage_server_akcli	13.04802
oracle_si_zfssa_storage_server_akcli	13.05
oracle_si_zfssa_storage_server_akcli	13.06
oracle_si_zfssa_storage_server_akcli	13.41020
oracle_si_zfssa_storage_server_akcli	13.41104
oracle_si_zfssa_storage_server_websvc	13.01
oracle_si_zfssa_storage_server_websvc	13.02
oracle_si_zfssa_storage_server_websvc	13.03
oracle_si_zfssa_storage_server_websvc	13.04
oracle_si_zfssa_storage_server_websvc	13.04802
oracle_si_zfssa_storage_server_websvc	13.05
oracle_si_zfssa_storage_server_websvc	13.06
oracle_si_zfssa_storage_server_websvc	13.41020
oracle_si_zfssa_storage_server_websvc	13.41104
oracle_si_zpool_host	5.1
oracle_si_zpool_host	5.5
oracle_si_zpool_host	5.500013
oracle_si_zpool_host	5.500034
oracle_si_zpool_host	5.500044
oracle_si_zpool_host	5.500113
oracle_si_zpool_host	5.500139
oracle_si_zpool_host_remote	13.01
oracle_si_zpool_host_remote	13.02
oracle_si_zpool_host_remote	13.04
oracle_si_zpool_host_remote	13.41020
oracle_si_zpool_zfssa	13.01
oracle_si_zpool_zfssa	13.02
oracle_si_zpool_zfssa	13.03
oracle_si_zpool_zfssa	13.04
oracle_si_zpool_zfssa	13.04802
oracle_si_zpool_zfssa	13.05
oracle_si_zpool_zfssa	13.06
oracle_si_zpool_zfssa	13.41020
oracle_si_zpool_zfssa	13.41104
oracle_soa_composite	12.14
oracle_soa_composite	12.15
oracle_soa_composite	12.16
oracle_soa_composite	12.18
oracle_soa_composite	13.10
oracle_soa_composite	13.21
oracle_soa_composite_sys	11.2
oracle_soa_folder	12.14
oracle_soa_folder	12.15
oracle_soa_folder	12.16
oracle_soa_folder	13.10
oracle_soainfra	12.14
oracle_soainfra	12.15
oracle_soainfra	12.16
oracle_soainfra	13.10
oracle_soainfra	13.21
oracle_soainfra_cluster	11.2
oracle_soainfra_sys	11.2
oracle_social	12.14
oracle_social	12.15
oracle_social	12.16
oracle_social	13.10
oracle_social_cluster	12.14
oracle_social_cluster	13.10
oracle_social_instance	12.14
oracle_social_instance	12.16
oracle_sso	1.0
oracle_sso_server	1.0
oracle_sso_server	12.15
oracle_sso_server	5.0
oracle_ucm	12.14
oracle_ucm	12.15
oracle_ucm	13.10
oracle_webcache	1.0
oracle_webcache	12.14
oracle_webcache	12.15
oracle_webcenter	12.14
oracle_webcenter	12.15
oracle_webcenter	12.16
oracle_webcenter	13.10
oracle_webcenter	13.20
oracle_webcenter	13.3
osb_business_service	12.14
osb_business_service	12.15
osb_business_service	12.16
osb_business_service	13.10
osb_pipeline	12.16
osb_pipeline	13.10
osb_proxy_service	12.14
osb_proxy_service	12.15
osb_proxy_service	12.16
osb_proxy_service	13.10
osb_server	2.0
osb_server	2.1
osb_server	2.2
osb_server	2.3
osb_server	2.4
osb_server	2.5
osb_splitjoin	12.16
osb_splitjoin	13.10
osm_cluster	1.1
osm_cluster	1.2
osm_cluster	1.3
osm_cluster	1.4
osm_cluster	1.5
osm_cluster	13.01
osm_cluster	13.21
osm_cluster	13.22
osm_cluster	13.31
osm_cluster	13.32
osm_cluster	13.40048
osm_instance	13.31
osm_instance	13.40048
osm_instance	2.9
osm_instance	3.0
osm_instance	3.1
osm_instance	3.2
osm_instance	3.3
osm_instance	3.5
osm_instance	4.01
osm_instance	4.02
osm_instance	4.03
osm_instance	4.030734
osm_ioserver	1.0
osm_ioserver	1.1
osm_ioserver	1.2
osm_ioserver	13.01
osm_ioserver	13.21
osm_ioserver	13.22
osm_ioserver	13.31
osm_proxy	1.0
osm_proxy	1.1
osm_proxy	1.2
osm_proxy	13.01
osm_proxy	13.21
osm_proxy	13.31
rac_database	1.0
rac_database	13.21
rac_database	13.22
rac_database	13.22716
rac_database	13.22737
rac_database	13.22751
rac_database	13.31
rac_database	13.32
rac_database	13.40
rac_database	13.40013
rac_database	13.40020
rac_database	13.40039
rac_database	13.40048
rac_database	13.40104
rac_database	13.40130
rac_database	6.1
rac_database	6.2
rac_database	6.3
rac_database	6.4
rac_database	6.5
rac_database	6.6
rac_database	6.600716
rac_database	6.600737
rac_database	7.0
rest_webservice	12.16
rest_webservice	13.01
rest_webservice	13.20
rest_webservice	13.3
scheduler_service	12.14
scheduler_service	12.15
scheduler_service	13.10
scheduler_service	13.20
scheduler_service	13.20648
scheduler_service	13.22
scheduler_service	13.3
scheduler_service	13.4
scheduler_service_group	12.14
scheduler_service_group	13.10
scheduler_service_group	13.10648
scheduler_service_group	13.22
scheduler_service_group	13.4
self_service_zone	1.1
snmp	1.0
snmp	2.0
soa_component	13.21
soa_composite	13.21
soa_composite_component	12.14
soa_composite_component	12.15
soa_composite_component	12.16
soa_composite_component	12.18
soa_composite_component	13.10
soa_composite_component	13.21
soa_composite_reference	12.14
soa_composite_reference	12.15
soa_composite_reference	12.16
soa_composite_reference	12.18
soa_composite_reference	13.10
soa_composite_reference	13.21
soa_composite_service	12.14
soa_composite_service	12.15
soa_composite_service	12.16
soa_composite_service	12.18
soa_composite_service	13.10
soa_composite_service	13.21
soa_reference	13.21
soa_service	13.21
soainfra_engine	12.14
soainfra_engine	12.15
soainfra_engine	12.16
soainfra_engine	13.10
soainfra_engine	13.21
wbem_cimom	2.0
webcache_cluster	1.0
webcache_cluster	12.16
webcenter_portal_app	12.14
weblogic_cluster	1.0
weblogic_cluster	12.14
weblogic_cluster	12.17
weblogic_cluster	13.10
weblogic_domain	1.0
weblogic_domain	12.14
weblogic_domain	12.16
weblogic_domain	12.18
weblogic_domain	13.10
weblogic_domain	13.22
weblogic_domain_group	1.0
weblogic_domain_partition	13.10
weblogic_domain_partition	13.20
weblogic_j2eeserver	1.0
weblogic_j2eeserver	12.14
weblogic_j2eeserver	12.15
weblogic_j2eeserver	12.16
weblogic_j2eeserver	12.17
weblogic_j2eeserver	13.1
weblogic_j2eeserver	13.2
weblogic_j2eeserver	13.3
weblogic_j2eeserver	13.41113
weblogic_nodemanager	13.10
website	1.0
website	3.0
websphere_cell	1.0
websphere_cluster	1.0
websphere_cluster	11.2
websphere_cluster	12.01
websphere_j2eeserver	1.0
websphere_j2eeserver	11.2
websphere_j2eeserver	12.15
websphere_j2eeserver	12.16
websphere_j2eeserver	13.1
wmq	12.14
wmq	12.15
wmq	12.16
wmq	13.01
wmq	13.4
wmq_cluster	1.0
wmq_cluster	11.2
wmq_cluster	12.01
wmq_cluster	13.4
